3237;Long Island Iced Tea Corp.;2 Mallard Point;194-109-7337;dtomsa0@unc.edu
3915;First Merchants Corporation;004 Sage Hill;183-398-3345;jruzek1@plala.or.jp
3280;Hasbro, Inc.;7 Comanche Center;191-561-3545;ddryburgh2@vkontakte.ru
3755;Dick's Sporting Goods Inc;93852 Maple Wood Crossing;532-983-6459;kgietz3@mediafire.com
3463;Liberty All-Star Equity Fund;3 Oxford Pass;215-116-3418;rrhead4@thetimes.co.uk
3322;Xactly Corporation;92749 Dryden Lane;408-561-8259;jdominiak5@msu.edu
3192;Eldorado Gold Corporation;58244 Magdeline Trail;484-143-8337;akorous6@usa.gov
3955;Home Federal Bancorp, Inc. of Louisiana;80225 Warrior Lane;312-446-3135;ggossipin7@engadget.com
3830;Bojangles', Inc.;17116 Golden Leaf Park;222-951-9376;wfrend8@rambler.ru
3282;Sharps Compliance Corp;3150 Grasskamp Center;798-715-7516;idefilippis9@youku.com
3213;Prima BioMed Ltd;885 Prairie Rose Way;118-639-1938;ldudlestona@homestead.com
3488;Diana Shipping inc.;06732 Melvin Trail;384-788-6737;esyvretb@meetup.com
3085;LCNB Corporation;0112 Springview Hill;733-163-0303;chairesnapec@dailymail.co.uk
3195;WSFS Financial Corporation;953 Darwin Way;629-626-4817;zmccritchied@sfgate.com
3285;RAIT Financial Trust;947 Longview Crossing;570-869-6110;mattewille@de.vu
3205;Edgewater Technology, Inc.;04595 Moulton Trail;764-160-2424;mnusseyf@latimes.com
3256;Luna Innovations Incorporated;19672 Marquette Pass;152-309-0511;goclovang@rediff.com
3570;Gafisa SA;3700 Cordelia Pass;535-711-2141;hholdeyh@umich.edu
3648;ClearBridge Energy MLP Opportunity Fund Inc.;76909 Dexter Alley;867-524-0805;rfarnini@dailymail.co.uk
3042;Associated Banc-Corp;2 Oriole Hill;952-376-3711;jpoetzj@salon.com
3810;Athersys, Inc.;01730 Corben Avenue;622-165-5314;pscanderetk@jiathis.com
3717;KCAP Financial, Inc.;687 Upham Street;373-748-5804;hbrumenl@google.cn
3614;Invesco Trust for Investment Grade Municipals;8 Hagan Plaza;578-542-1186;bdewsnapm@webeden.co.uk
3303;Pioneer Power Solutions, Inc.;3 Glendale Point;349-651-2328;amithann@lulu.com
3487;Luxfer Holdings PLC;66 Duke Circle;365-726-3458;amosebyo@lulu.com
3305;Actua Corporation;270 Sullivan Center;535-796-7851;kturviep@dion.ne.jp
3018;Westmoreland Resource Partners, LP;35 Elka Crossing;191-304-0019;cledekkerq@pbs.org
3032;Zion Oil & Gas Inc;704 Prairieview Park;202-533-6491;wkubicekr@amazon.de
3539;RenaissanceRe Holdings Ltd.;33 Morning Pass;838-544-5461;cschiraks@lulu.com
3524;Zafgen, Inc.;70 Sutteridge Drive;928-795-4592;stregiddot@aol.com
3735;GigaMedia Limited;6053 Vera Street;676-824-3413;abeggiu@unc.edu
3844;National Energy Services Reunited Corp.;77446 Lakeland Drive;550-264-4280;sbroadhurstv@amazonaws.com
3584;VALE S.A.;20662 Corscot Park;756-371-3337;dfrancw@is.gd
3679;Brooks Automation, Inc.;00568 Fuller Street;179-545-1181;kserrurierx@bravesites.com
3027;Delphi Automotive plc;0144 Rockefeller Park;610-779-8699;ntabouriery@newyorker.com
3927;Sanmina Corporation;0212 Green Ridge Pass;914-755-8421;tsilversmidtz@linkedin.com
3043;Spectra Energy Partners, LP;2987 Springview Hill;455-209-9731;nskyppe10@bing.com
3780;Wells Fargo & Company;0938 Laurel Pass;536-716-8386;geslinger11@yahoo.co.jp
3991;Tsakos Energy Navigation Ltd;4 Manitowish Hill;967-286-5491;fdalwood12@skype.com
3225;Morgan Stanley Asia-Pacific Fund, Inc.;32654 Tomscot Drive;107-764-2201;nruttgers13@amazon.co.uk
3495;Varian Medical Systems, Inc.;1 Sherman Pass;682-976-5987;smansfield14@apache.org
3994;Eaton Vance Municipal Income Trust;0 Continental Drive;214-546-9836;dburnie15@zdnet.com
3902;Comcast Corporation;0 Delaware Parkway;832-165-8719;dyounglove16@weibo.com
3998;Big Lots, Inc.;41064 Cascade Street;268-839-9054;lkulver17@webmd.com
3407;Alon USA Energy, Inc.;26075 Jenifer Trail;425-853-9767;epocke18@scribd.com
3753;Hoegh LNG Partners LP;752 Springview Junction;663-422-8177;cjimeno19@prnewswire.com
3512;Public Storage;9348 Merchant Alley;685-167-9212;dcommuzzo1a@blogtalkradio.com
3642;MFA Financial, Inc.;45769 Esker Drive;994-828-3089;gforeman1b@vinaora.com
3660;Everi Holdings Inc.;85 Summer Ridge Terrace;971-635-3679;dsandon1c@diigo.com
3087;Morgan Stanley;95 Loftsgordon Plaza;334-805-6430;ddunridge1d@howstuffworks.com
3439;Nasdaq, Inc.;1 Rowland Hill;172-450-7021;kblaxley1e@hatena.ne.jp
3747;ImmunoGen, Inc.;911 Gateway Point;167-296-8784;tlacroutz1f@pen.io
3312;Chemung Financial Corp;304 Marcy Point;996-570-9989;twarder1g@twitter.com
3010;Keysight Technologies Inc.;9 Quincy Point;985-223-4375;aricard1h@hubpages.com
3237;Apptio, Inc.;21181 Bay Drive;490-580-7856;hbottoner1i@abc.net.au
3614;Premier Financial Bancorp, Inc.;0906 Dennis Street;784-199-2431;jrussen1j@admin.ch
3051;Nuveen Select Tax Free Income Portfolio III;0 Blaine Place;999-315-8893;mzamora1k@cam.ac.uk
3328;Remark Holdings, Inc.;52 Shopko Street;412-211-8444;jbalsdon1l@4shared.com
3215;Orchid Island Capital, Inc.;966 Bellgrove Crossing;309-490-4370;mpaylie1m@a8.net
3861;Fuwei Films (Holdings) Co., Ltd.;20 Dixon Drive;841-473-8731;lmonelli1n@ameblo.jp
3703;Green Plains Partners LP;329 Park Meadow Road;815-812-1192;xirwin1o@hao123.com
3284;Roper Technologies, Inc.;934 Independence Lane;855-762-1254;rismirnioglou1p@theglobeandmail.com
