1;Bread - Bistro Sour;41727,95;1749
2;Cream Of Tartar;22584,03;571
3;Ezy Change Mophandle;37321,21;2236
4;Tia Maria;77901,32;2941
5;Juice - Apple, 1.36l;6236,34;2434
6;Hog / Sausage Casing - Pork;27247,52;1459
7;Compound - Mocha;86748,33;2343
8;Versatainer Nc - 9388;1193,56;2021
9;Schnappes Peppermint - Walker;54362,08;1802
10;Carrots - Jumbo;98820,87;1495
11;Eggroll;28193,38;1323
12;Cake - Bande Of Fruit;28391,15;2535
13;Tea - Decaf 1 Cup;7353,71;1311
14;Pie Shell - 5;42572,4;1718
15;Beef - Ground Medium;53759,23;1734
16;Pork - Kidney;95354,81;1674
17;Bread - Roll, Calabrese;13439,37;821
18;Soup - Campbells, Classic Chix;65576,41;659
19;Cheese - Havarti, Roasted Garlic;54522,23;505
20;Fennel - Seeds;118,14;755
21;Sobe - Orange Carrot;23404,56;367
22;Cup - Translucent 7 Oz Clear;53342,92;2208
23;Pasta - Bauletti, Chicken White;96846,47;2311
24;Poppy Seed;7667,06;2172
25;Tobasco Sauce;6746,88;1327
26;Fondant - Icing;77554,17;2798
27;Pastrami;38015,7;1693
28;Cup - 8oz Coffee Perforated;8786,47;253
29;Pail - 4l White, With Handle;18703,98;1654
30;Wine - Red, Antinori Santa;97802;1975
31;Sour Puss Raspberry;21782,08;2701
32;Bread - Sticks, Thin, Plain;61271,47;2986
33;Spice - Montreal Steak Spice;18325,1;2774
34;Mushroom - Shitake, Dry;6976,06;2516
35;Lettuce - Baby Salad Greens;78294,8;1284
36;Beef - Tenderloin Tails;687,29;2078
37;Bread - Bistro White;56365,28;1983
38;Cheese - Asiago;10184,16;1229
39;Chicken - White Meat With Tender;76208,2;2786
40;Cheese Cloth No 100;95695,87;722
41;Russian Prince;30207,47;1053
42;Island Oasis - Lemonade;87828,98;1773
43;Wine - White, Gewurtzraminer;36553,16;2270
44;Vaccum Bag - 14x20;46424,07;789
45;Bread - Hamburger Buns;60233,75;2284
46;Butter - Salted, Micro;4696,07;1634
47;Hersey Shakes;13375,59;2358
48;Vol Au Vents;51291,63;88
49;Coffee - French Vanilla Frothy;58347,5;2541
50;Beef - Striploin;1351;1970
51;Bread Base - Italian;22834,76;1105
52;Ice Cream - Turtles Stick Bar;69167,3;2375
53;Tomatoes - Hot House;77597,23;984
54;Boogies;21242,27;60
55;Wine - Pinot Grigio Collavini;49719,64;555
56;Turkey Tenderloin Frozen;44391,41;1055
57;Peppercorns - Pink;20472,34;1247
58;Breadfruit;90573,27;1362
59;Vinegar - Red Wine;56629,92;2377
60;Radish - Black, Winter, Organic;28494,61;1584
61;Asparagus - Mexican;4628,74;572
62;Sea Bass - Fillets;95295,4;2894
63;Corn Syrup;57797,41;2846
64;Oil - Safflower;36234,79;1401
65;Bar Mix - Lime;67759,06;1797
66;Wiberg Super Cure;67352,89;602
67;Onions - White;53623,76;164
68;Broom - Angled;17573,96;1424
69;Amaretto;54075,6;2207
70;Veal - Brisket, Provimi, Bone - In;97611,97;1729
71;Wine - Red, Pelee Island Merlot;83042,99;35
72;Napkin White - Starched;47395,4;1322
73;Bread Crumbs - Japanese Style;75744,41;2551
74;Tea Leaves - Oolong;68519,25;599
75;Bread - Pumpernickel;16194,59;1772
76;Tomatoes - Cherry;51784,95;1102
77;Muffin - Mix - Strawberry Rhubarb;53149,16;1427
78;Godiva White Chocolate;10953,53;162
79;Veal - Brisket, Provimi,bnls;8644,66;992
80;Cheese - La Sauvagine;44795,15;1509
81;Duck - Fat;8335,15;2943
82;Bandage - Flexible Neon;41372,42;2446
83;Ranchero - Primerba, Paste;6281,49;2473
84;Chocolate - Pistoles, Lactee, Milk;77289,38;2905
85;Shark - Loin;39497,27;1837
86;Juice - Lime;23093,05;407
87;Cleaner - Comet;27738,66;1352
88;Island Oasis - Wildberry;44117,23;698
89;Appetizer - Sausage Rolls;80355,57;1054
90;Dasheen;91201,61;190
91;Wine - Champagne Brut Veuve;78286,48;977
92;Baking Soda;80819,7;878
93;Truffle Cups - White Paper;65206,19;2188
94;Sauce - Oyster;11822,03;1201
95;Rosemary - Primerba, Paste;53217,39;377
96;Wine - Cave Springs Dry Riesling;64619;1310
97;Corn Meal;74114,43;493
98;Broom - Push;97950,1;2673
99;Apricots - Halves;93731,26;2399
100;Cake Circle, Foil, Scallop;56149,65;2101
101;Sobe - Cranberry Grapefruit;32188,42;2302
102;Bread - Ciabatta Buns;40681,61;852
103;Slt - Individual Portions;95059,42;1321
104;Ham - Black Forest;24646,5;2456
105;Lemonade - Pineapple Passion;59533,42;2267
106;Onions - White;45743,47;1709
107;Beets;92682,89;381
108;Ham - Cooked Bayonne Tinned;12290,43;2902
109;Sprouts - Baby Pea Tendrils;19205,39;2220
110;Truffle - Peelings;96771,52;2441
111;Curry Paste - Green Masala;319,58;2490
112;Tea - Herbal Orange Spice;64579,55;1207
113;Soup - Beef Conomme, Dry;68187,45;394
114;Sauce - Alfredo;19141,98;2339
115;Foil - Round Foil;1135,37;1125
116;Wine - Red, Cabernet Sauvignon;94749,87;873
117;Tequila - Sauza Silver;28091,75;1655
118;Nantucket - Orange Mango Cktl;13036,94;1861
119;Tomatoes - Grape;19744,79;313
120;Wine - Magnotta - Bel Paese White;15067,71;2417
121;Tuna - Salad Premix;10364,07;1398
122;Sobe - Berry Energy;61353,03;2464
123;Numi - Assorted Teas;9901,8;1095
124;Frangelico;94623,98;1431
125;Beef - Striploin;57538,1;2553
126;Pepper - Chipotle, Canned;46015,57;2862
127;Crush - Grape, 355 Ml;93904,28;1805
128;Sprouts - Bean;7684,78;1065
129;Nut - Almond, Blanched, Ground;53753,86;786
130;Gatorade - Lemon Lime;8936,79;65
131;Fiddlehead - Frozen;30068,64;813
132;Pepper - Scotch Bonnet;82740,47;2111
133;Otomegusa Dashi Konbu;88814,3;1739
134;Coffee Guatemala Dark;65143,05;677
135;Nut - Walnut, Pieces;25690,84;1647
136;Beef - Chuck, Boneless;6119,49;1559
137;Shrimp - Prawn;79096,51;1980
138;Wine - White, Ej;17413,93;2981
139;Coffee - Almond Amaretto;62549,2;1458
140;Pepper - Black, Ground;79044,57;1617
141;Grouper - Fresh;59033,41;1783
142;Soup - Cream Of Broccoli;74887,81;460
143;Wine - Fino Tio Pepe Gonzalez;64982,7;1537
144;Appetizer - Mini Egg Roll, Shrimp;88400,75;668
145;Tahini Paste;70048,3;1350
146;Broccoli - Fresh;26,22;1585
147;Kellogs Raisan Bran Bars;91252,62;2792
148;Arizona - Plum Green Tea;30423,46;1318
149;Chevril;8360,93;2244
150;Mushroom - Porcini Frozen;34314,57;1754
151;Urban Zen Drinks;30873,52;524
152;Wine - Magnotta - Belpaese;15775,75;1424
153;Nut - Hazelnut, Ground, Natural;85323,36;1859
154;Glass - Wine, Plastic, Clear 5 Oz;60414,08;1768
155;Mushroom - Crimini;93896,08;70
156;Brocolinni - Gaylan, Chinese;81335;476
157;Rabbit - Frozen;86332,56;1796
158;Vinegar - Rice;19683,49;1706
159;Creme De Banane - Marie;4493,12;3
160;Bread - Mini Hamburger Bun;66593,4;331
161;Beets - Mini Golden;77015,25;198
162;Soup - Campbells - Chicken Noodle;44563,15;1400
163;Brandy - Bar;49876,89;6
164;Cheese - Brick With Pepper;7588,51;98
165;Bread Sour Rolls;73570,77;187
166;Oil - Peanut;24843,93;435
167;Carbonated Water - Strawberry;68894,81;2961
168;Sandwich Wrap;51400,27;316
169;Soup Campbells - Tomato Bisque;78628,48;198
170;Salt - Kosher;26979,95;108
171;Doilies - 12, Paper;35396,56;2576
172;Cod - Fillets;59783,27;2286
173;Wine - Red, Mosaic Zweigelt;56443,18;2849
174;Vinegar - Rice;358,31;1651
175;Ham - Black Forest;25232,26;856
